,BUILDING TYPE,TOTAL KWH,PREDICTION
18759,0,153951.0,13178.000000125176
18760,1,65797.0,5151.00000016139
18765,1,68958.0,5491.000000006208
18768,1,64360.0,4883.999999994025
18797,1,118325.0,7984.000000155616
18802,1,139903.0,10454.000000156811
18807,1,169542.0,14691.000000188378
18812,0,809148.0,96830.000002983
18814,1,65107.0,4238.000000068931
18827,1,55126.0,3990.0000000972213
18834,1,48073.0,3216.0000001805274
18845,0,107418.0,8753.000000375176
18853,0,100361.0,10755.000000306238
18861,1,64115.0,6510.000000022548
18862,0,333672.0,26772.000000405653
18874,1,87328.0,10221.000000050382
18876,1,94727.0,7071.999999917161
18882,1,25454.0,992.000000026921
18896,1,17892.0,872.999999831165
18905,1,37287.0,6202.999999948004
18906,1,183822.0,11380.000000048407
18908,1,31856.0,1921.9999999253978
18910,1,56567.0,3485.0000000195414
18911,0,47974.0,3822.0000000096006
18912,1,228565.0,18552.000000363987
18915,1,182688.0,14245.000000261998
18916,1,105631.0,8735.00000011704
18919,1,94111.0,7275.999999962098
18921,1,93048.0,7834.000000018488
18922,0,64869.0,6498.999999941001
18924,1,177650.0,12824.000000267191
18926,1,125201.0,9103.999999987283
18927,1,115522.0,11262.000000031354
18932,1,89499.0,6591.99999996782
18936,1,101096.0,7621.999999913318
18942,1,35377.0,6327.999999960091
18952,1,96523.0,7906.000000086868
18953,1,111934.0,7162.000000028827
18960,1,102413.0,5787.000000204198
18965,0,151155.0,11892.000000479138
18978,1,17332.0,1316.9999999217798
18987,1,78051.0,5894.999999866242
18998,1,77295.0,6644.000000051565
19003,1,40283.0,978.9999999630854
19004,0,44999.0,3915.0000000213713
19006,1,21696.0,2004.999999942036
19009,1,80264.0,7968.000000112646
19011,1,245310.0,23789.00000021316
19012,1,30571.0,3816.999999938611
19013,1,60773.0,9151.99999999851
19014,1,20854.0,2636.9999998895146
19015,1,19442.0,652.9999998228341
19016,1,45588.0,6451.99999999383
19017,1,70146.0,11059.999999924708
19019,0,96520.0,11307.000000315657
19020,1,26955.0,2094.000000027987
19021,1,89827.0,9939.000000076972
19022,1,75239.0,7000.000000022917
19023,1,61344.0,7436.000000014501
19024,1,29797.0,2892.999999987889
19025,1,85654.0,10680.000000116463
19026,1,25990.0,3933.9999998659514
19027,1,77873.0,6100.999999967416
19029,1,96415.0,10359.000000049036
19030,1,60957.0,6202.000000042588
19031,1,98550.0,9462.000000116468
19033,1,127116.0,16084.000000096845
19034,1,23770.0,3695.9999999942556
19035,1,33798.0,3371.000000022239
19036,1,94665.0,9620.999999948537
19037,1,54281.0,9567.000000020762
19038,1,59165.0,4367.999999921571
19041,1,55962.0,5304.000000188282
19042,1,52640.0,4914.0000000205055
19043,1,135053.0,12865.000000084874
19044,1,102488.0,13202.000000048029
19045,1,57383.0,6298.999999983191
19046,1,36409.0,3779.999999998401
