,BUILDING TYPE,TOTAL KWH,PREDICTION
34100,1,59448.0,7095.000000131893
34101,1,575459.0,71631.00000111824
34102,0,369242.0,42811.00000107688
34104,1,263128.0,45636.0000002625
34105,1,771554.0,87926.0000013881
34106,0,110713.0,8075.000000266613
34107,1,193430.0,24200.00000018176
34109,1,255662.0,23947.00000032608
34110,1,171804.0,15324.000000116914
34111,0,51276.0,5316.000000039452
34112,1,161085.0,15747.00000030896
34113,1,200435.0,20748.0000003322
34114,1,107845.0,11562.000000180085
34115,1,30369.0,2720.000000021353
34118,1,79343.0,6491.000000027729
34119,1,102340.0,8652.999999983227
34122,1,94649.0,11721.000000073724
34123,0,148262.0,17245.000000148706
34124,1,130359.0,12195.00000014867
34125,1,113103.0,9529.000000059594
34126,0,522725.0,61994.00000084036
34127,0,193667.0,22308.000000385953
34130,1,160077.0,17515.000000017124
34131,0,2780948.0,280251.00001310033
34134,1,98932.0,8085.00000004956
34136,0,5951827.0,621155.0000148704
34137,0,418005.0,55349.00000141663
34139,0,334804.0,40242.00000009974
34140,1,69468.0,7137.00000002273
34141,1,117325.0,18740.999999934338
34142,0,34178.0,3833.0000000365526
34143,0,70955.0,3702.9999998765834
34144,1,369206.0,31950.00000024532
34145,1,190351.0,23272.000000325294
34146,1,38921.0,3191.9999999093197
34148,1,130065.0,16405.000000023865
34150,1,95656.0,10374.00000011825
34151,0,177820.0,21820.000000091408
34153,1,112180.0,10399.000000018304
34155,0,353932.0,30449.00000109503
34157,0,219405.0,23675.000000276523
34158,1,14466.0,617.9999999251631
34159,1,37470.0,5454.999999977625
34160,0,398333.0,29930.999998350395
34161,0,50447.0,3711.99999998617
34163,1,33056.0,2223.9999999168303
34164,0,87146.0,8989.000000362405
34166,1,46328.0,2808.0000000410255
34167,1,149501.0,18639.00000013061
34169,1,184334.0,19667.000000189542
34172,1,162729.0,15772.00000017486
34173,1,25883.0,2310.999999945232
34174,0,37000.0,5900.000000017351
34175,1,32709.0,2774.000000029897
34176,1,78345.0,6411.000000072407
34177,1,39278.0,3455.999999962298
34179,0,42930.0,3764.000000104157
34180,1,79459.0,6006.9999999810225
34181,1,127760.0,12015.000000258502
34182,0,138872.0,12777.000000264776
34184,1,47773.0,4965.999999891164
34186,1,137619.0,16206.000000099153
34190,1,71500.0,7367.000000355187
34192,0,68719.0,6058.9999999474
34193,1,66368.0,6371.999999992566
34194,0,47139.0,4535.999999987562
34195,1,199957.0,27844.000000139582
34196,1,103949.0,11996.000000035961
34197,1,170734.0,17422.000000797754
34200,1,186178.0,20329.00000019012
34201,1,54634.0,7612.000000091728
34203,1,150442.0,15113.000000251195
34204,1,76300.0,10173.999999996387
34206,1,195378.0,19497.00000025584
34207,1,21275.0,1516.9999999753054
34209,0,63951.0,5566.000000024038
34210,1,192344.0,20166.000000013893
34211,1,25116.0,1450.9999999931097
34214,1,47075.0,4084.999999944055
34215,1,290812.0,31590.000000431464
34216,1,65699.0,8036.000000120344
34217,1,204665.0,20937.00000027313
34218,1,74504.0,9629.000000099413
34220,1,192111.0,21069.000000352593
34222,1,264609.0,28024.00000026366
34224,1,152304.0,18783.00000012414
34226,1,59079.0,5032.000000046433
34229,1,313860.0,26700.00000039667
34230,1,265793.0,30342.000000200664
34232,1,183434.0,10775.00000019281
34233,1,86970.0,8682.999999947897
34236,1,118937.0,7447.999999981406
34238,0,281026.0,33051.00000058023
34241,0,334557.0,35653.00000076626
34242,1,91650.0,8826.000000094466
34246,0,148086.0,15564.00000008995
34247,1,147597.0,14467.000000088192
34248,1,262298.0,26671.000000093816
34249,1,168562.0,12698.000000084532
34250,1,123078.0,10781.00000012932
34251,0,291527.0,32415.000000514396
34253,0,204711.0,22904.00000043008
34255,1,260808.0,25610.000000410775
34257,1,22709.0,2239.000000000695
34259,1,141466.0,13711.000000028129
34260,1,204308.0,15742.000000098995
34262,1,93217.0,13031.999999936435
34263,1,55428.0,4064.999999961474
34264,1,45081.0,3771.9999999837437
34266,1,264493.0,27865.00000081347
34267,1,50381.0,2011.000000048767
34268,1,28959.0,3607.9999999360407
34269,0,178110.0,19460.000000344862
34270,0,796947.0,78706.00000188248
34272,1,192559.0,15515.000000211505
34273,1,179999.0,22334.00000035845
34274,1,63792.0,6911.000000020964
34276,1,200225.0,16344.00000029094
34277,1,18376.0,2049.999999943173
34278,1,220214.0,23068.0000003385
34279,0,44098.0,4338.999999943684
34281,1,203845.0,20981.00000031207
34283,1,249283.0,24103.00000058175
34284,1,157222.0,15719.000000154629
34285,0,18879.0,306.00000010555596
34286,1,28094.0,2759.999999959973
34287,0,666199.0,73208.0000017515
34288,1,73809.0,7034.000000072152
34289,0,1366213.0,130116.00000406797
34290,1,46928.0,2830.9999999862284
34292,0,362519.0,33996.00000084289
34293,0,179475.0,19104.000000181044
34294,1,67453.0,7062.999999939468
34295,1,145843.0,13055.000000198737
34296,1,49595.0,4327.000000052083
34298,0,32961.0,2192.00000002002
34299,1,48212.0,5560.000000013442
34303,0,61621.0,6234.999999905058
34305,1,286803.0,45263.00000090452
34309,1,89985.0,8851.000000073716
34310,1,58040.0,5193.000000020098
34312,0,219126.0,13423.000000566255
34315,1,139457.0,15312.000000238751
34316,1,141193.0,14850.000000312622
34317,1,189308.0,18073.0000002466
34319,0,97052.0,7572.000000225809
34320,1,165821.0,15910.00000018312
34322,1,107210.0,6557.00000017469
34323,1,90235.0,9852.000000091528
34324,1,132932.0,13770.000000016795
34325,1,165004.0,20115.000000255688
34326,1,269959.0,25285.00000050124
34327,1,194348.0,15394.000000263874
34329,1,157309.0,15241.000000166026
34330,0,100033.0,11033.000000051496
34332,1,73131.0,8969.000000054557
34334,0,350810.0,42675.00000038056
34335,1,72031.0,3783.0000000116434
34337,1,275356.0,25277.000000286796
34339,1,115323.0,13375.999999929883
34340,0,276769.0,28114.000000397835
34341,1,153280.0,15431.000000416614
34342,1,72637.0,8396.00000016417
34344,0,75834.0,8807.000000076954
34345,1,203505.0,21240.00000028551
34346,1,108402.0,13406.000000176087
34349,0,65989.0,5489.999999960661
34350,1,166609.0,10002.000000353115
34351,1,156241.0,11221.00000011203
34352,0,866410.0,93611.00000247076
34353,1,97743.0,9365.000000146338
34354,0,703051.0,87613.00000135346
34355,0,153303.0,14906.000000676311
34356,0,213376.0,23594.000000587515
34360,1,381786.0,50383.00000043077
34361,1,39315.0,4761.999999981537
34363,1,66794.0,5786.9999999939155
34365,0,186074.0,21313.000000064378
34366,1,181434.0,18875.00000017504
34367,1,167769.0,14368.000000302138
34368,0,49931.0,6593.000000061276
34369,1,178360.0,19082.000000160977
34370,1,103803.0,11425.000000068314
34373,0,86180.0,9599.000000202475
34374,1,146087.0,14911.00000015995
34375,1,165843.0,15425.000000081935
34376,0,21187313.0,1837664.0000667975
34379,1,403965.0,30498.000000730353
34380,1,50085.0,3992.9999999875035
34381,0,1331937.0,146311.0000036023
34382,1,71574.0,6826.00000000478
34385,1,192327.0,18729.000000165877
34388,1,246096.0,21899.000000140382
34389,1,101730.0,9615.000000047876
34392,1,27952.0,2668.999999959644
34394,1,120165.0,11216.000000052232
34395,1,51321.0,5407.999999996828
34396,0,438747.0,41101.0000014172
34398,1,91004.0,9426.000000044796
34399,0,915518.0,103616.00000210071
34400,0,142537.0,9708.000000721186
34401,0,366080.0,35270.00000098484
34402,1,425530.0,41163.00000185898
34403,0,127438.0,9765.000000326047
34405,1,119224.0,14173.00000008815
34406,1,59412.0,6277.000000113721
34407,0,446953.0,50643.0000009917
34408,1,219803.0,24502.000000499906
34410,1,90982.0,8410.999999959793
34411,1,57344.0,6116.999999959788
34415,1,159697.0,19337.99999998394
34419,1,332852.0,35587.00000063956
34420,1,125339.0,12978.000000106811
34421,0,47439.0,4949.999999946031
34423,1,238462.0,23329.000000414097
34425,0,89739.0,6178.000000399103
34426,1,345302.0,35910.00000034316
34432,1,77395.0,10204.000000328233
34433,1,118470.0,14240.000000335745
34434,0,936322.0,102448.00000134215
34436,0,117537.0,14076.999999883683
34437,1,191959.0,16785.000000173626
34438,0,567276.0,67568.00000074021
34442,1,171001.0,15502.000000267748
34443,0,94487.0,10480.000000232696
34444,0,667386.0,43893.00000287237
34445,0,73904.0,5974.999999951517
34446,1,476573.0,49304.00000030811
34447,1,268081.0,22016.000000316853
34449,0,123157.0,9295.000000126054
34450,1,77088.0,8881.999999990383
34451,1,77981.0,9171.000000112772
34452,1,102611.0,10571.00000014222
34454,0,59292.0,4778.000000100783
34455,1,122023.0,12919.00000011994
34456,1,78755.0,9115.999999948403
34457,1,90852.0,7366.000000070409
34459,1,90361.0,13747.000000095304
34461,1,117675.0,13964.000000337457
34462,1,50508.0,4535.9999999702595
34463,1,99188.0,10747.000000136486
34465,1,129654.0,12597.000000524795
34466,1,218249.0,20582.000000644253
34467,1,47558.0,3728.0000000014297
34468,1,47202.0,5433.0000000425025
34469,1,34585.0,2772.000000020367
34470,1,242207.0,23801.000000380227
34471,1,80961.0,6346.999999916226
34475,1,174525.0,16960.00000016131
34476,1,134161.0,11011.000000074135
34477,0,25476.0,2304.0000000754517
34478,1,249085.0,20794.999999828015
34479,1,90428.0,9002.000000184249
34481,1,147865.0,16075.00000029329
34483,0,214651.0,22062.000000337364
34485,1,136521.0,8244.000000183718
34487,0,188548.0,22931.000000225766
34488,1,361111.0,30937.000001504624
34489,1,863536.0,86794.0000048085
34492,0,218774.0,25631.000000533768
34494,1,173258.0,14554.000000116379
34496,1,106151.0,18335.000000474
34500,1,15596.0,931.9999999589345
34501,0,239498.0,25328.000000784334
34502,1,762610.0,41782.00000259302
34503,1,440373.0,61709.000000643326
34509,0,587303.0,73782.0000032144
34511,0,262625.0,23813.000000277836
34512,1,429232.0,45854.00000340591
34513,1,247937.0,23356.00000049281
34515,1,49805.0,3668.000000003569
34519,1,134602.0,13587.0000001408
34520,1,99330.0,9332.999999985976
34521,1,55780.0,8077.999999976228
34523,0,206935.0,21766.999999402226
34524,1,115645.0,13258.000000118103
34525,0,992696.0,119364.00000184444
34527,0,133586.0,8331.999999779331
34529,1,41540.0,3940.9999999477986
34530,0,48425.0,5777.000000088596
34532,1,232664.0,17671.00000140099
34535,1,190844.0,20017.00000040869
34536,1,119854.0,15358.000001029468
34540,0,231282.0,25578.000005085167
34542,0,1101397.0,109938.0000170079
34543,1,71114.0,7402.999999986969
34545,0,2208328.0,165784.00000669208
34546,0,79117.0,5565.0000001218905
34547,1,104664.0,9720.000000233267
34548,1,32420.0,2659.000000010772
34550,0,44429.0,3285.0000000356576
34551,1,170857.0,8034.000000634855
34552,1,71428.0,6719.000000148266
34556,0,83564.0,7784.000000176995
34557,1,261694.0,15404.00000856201
34560,1,177003.0,14760.000000040363
34561,1,126022.0,14108.999999916723
34564,1,149447.0,14059.000000259894
34566,0,48719.0,4195.000000072216
34567,1,176460.0,17006.000000251846
34568,1,100057.0,7372.000000277261
34569,1,222751.0,18235.000000352888
34571,1,72035.0,6227.999999957676
34572,0,31669.0,3449.999999964579
34573,1,241763.0,23079.000000564454
34577,0,114418.0,11075.00000016333
34578,1,216681.0,20331.000000109707
34579,1,146303.0,16554.000000444765
34580,0,75457.0,7204.000000041031
34581,1,129369.0,11310.000000158889
34582,1,34680.0,3032.999999982918
34584,1,145346.0,14541.000000261563
34585,1,26719.0,3957.000000038688
34586,0,46992.0,1080.0000001156259
34587,1,106914.0,11033.000000159043
34588,1,104635.0,6691.999999975877
34589,0,13646.0,1097.9999999041793
34591,1,168154.0,14511.000000149183
34592,1,50333.0,4650.000000048984
34593,0,69227.0,5100.000000088357
34594,1,39631.0,3676.999999947222
34595,0,2144036.0,204470.0000051329
34597,0,2211629.0,213686.00001549633
34600,1,90029.0,12127.999999835265
34603,0,114703.0,12022.000000002958
34604,1,66902.0,5896.000000080343
34605,1,63148.0,4623.000000178723
34606,1,108452.0,9629.999999892698
34607,1,62529.0,3754.000000117734
34610,1,217708.0,17014.000000400127
34611,1,45190.0,2855.9999998364638
34612,1,38209.0,2342.000000067279
34613,0,235742.0,26212.000000565356
34614,1,54327.0,6303.000000171089
34615,1,149714.0,14718.000000239432
34617,0,163448.0,19525.000000178927
34618,0,35635.0,3348.999999887006
34619,1,228569.0,17712.0000000577
34620,1,300200.0,30200.000000640877
34621,0,187177.0,17400.000000462034
34622,0,26320.0,1456.9999997454452
34623,1,211704.0,23239.00000035986
34624,1,102009.0,9433.000000045144
34626,1,316372.0,24856.00000059375
34627,1,110162.0,12771.000000209548
34628,0,26036.0,2344.9999999274532
34629,1,226038.0,24224.000000435743
34630,1,73132.0,7417.0000000348555
34631,1,384136.0,37289.000000694665
34632,1,61290.0,6281.000000010521
34633,0,94514.0,8353.000000229866
34635,0,230462.0,23165.00000066002
34636,1,260250.0,24175.000000454682
34637,1,30520.0,2768.000000059379
34639,1,91512.0,6454.000000006108
34640,1,260393.0,23189.000000576747
34641,1,81611.0,5856.000000179662
34643,1,144999.0,11886.999999940226
34644,1,37590.0,2391.999999905358
34645,1,52502.0,5629.000000012789
34647,1,14169.0,823.0000000444816
34648,0,119217.0,13706.000000404443
34650,1,144779.0,12543.999999923188
34651,1,158172.0,15741.000000093976
34652,0,94653.0,9773.00000005402
34653,1,285749.0,31471.00000045299
34654,1,83848.0,9865.000000091355
34655,0,181381.0,21645.00000034331
34656,0,83142.0,8881.000000065871
34658,1,222541.0,17535.00000004083
34659,1,36466.0,3219.999999853073
34660,0,82243.0,6027.9999999183565
34661,1,387834.0,35587.00000069062
34662,1,183496.0,17387.00000018183
34666,1,128346.0,11075.000000083966
34667,1,83448.0,4784.000000128919
34668,1,89197.0,6911.000000189872
34669,1,54252.0,4470.999999989121
34670,1,143441.0,12487.000000109394
34671,1,82112.0,6324.00000013339
34672,0,41894.0,3738.0000000619075
34673,1,177353.0,17608.00000012994
34674,1,18358.0,1372.9999999069787
34676,1,30788.0,2319.9999998844196
34677,1,106157.0,8328.99999995992
34678,1,197149.0,20658.00000040341
34679,1,161541.0,16692.00000013808
34681,1,118972.0,14764.000000006494
34682,1,118119.0,10565.000000089642
34684,1,4828.0,211.99999997735722
34686,0,664186.0,79346.00000194753
34687,0,134840.0,12923.99999980018
34688,1,353461.0,28556.00000044739
34689,1,27169.0,2042.9999999072825
34690,0,274839.0,29600.00000090464
34692,1,204346.0,17843.00000045476
34693,0,70220.0,7052.999999786913
34696,1,192096.0,17532.00000028967
34697,1,17663.0,3303.000000026819
34698,1,139539.0,13341.000000246324
34699,0,163231.0,15587.000000207874
34700,0,279009.0,27671.000000955675
34701,1,462190.0,37902.00000046696
34703,1,107425.0,11274.00000007909
34704,0,153476.0,13243.000000203832
34705,1,477290.0,44784.00000028236
34706,1,354725.0,27917.000000375865
34707,0,98610.0,8571.000000056009
34708,1,55444.0,6598.000000045564
34709,1,83051.0,11672.000000003543
34710,1,58722.0,6078.000000012247
34711,1,44852.0,2428.000000068343
34712,1,60169.0,4295.00000004196
34714,0,979784.0,97080.0000025449
34716,0,39288.0,2000.0000001159879
34717,1,33830.0,4611.999999986061
34718,1,404358.0,30562.000000480115
34719,0,350481.0,29493.000001035514
34721,1,432436.0,33917.000000867985
34722,1,312529.0,25108.000000888078
34723,0,341772.0,29685.0000008087
34724,0,220386.0,21651.000000616357
34726,1,454926.0,41862.000000694825
34727,1,324309.0,31071.00000080793
34728,0,1587352.0,167389.00000461584
34729,0,119015.0,11890.000000017528
34731,1,311984.0,40919.00000067275
34732,1,93771.0,12761.000000010907
34734,0,90069.0,7047.000000165441
34735,1,318370.0,31787.0000004962
34736,1,39641.0,3139.9999999405845
34737,1,92431.0,6102.000000363529
34738,1,279124.0,25803.000000432072
34739,0,750498.0,80463.00000215447
34741,0,196199.0,21251.000000214775
34742,1,1142309.0,108066.00000157302
34743,1,334724.0,43718.000000036256
34745,0,369498.0,40253.0000002585
34747,0,1273759.0,149499.00000229914
34748,1,94982.0,8910.000000060681
34749,1,169686.0,18847.000000148535
34750,1,242189.0,21334.000000204964
34754,0,148286.0,13603.000000188295
34756,0,93452.0,11917.000000084023
34758,1,68596.0,6279.000000052303
34759,1,1165817.0,64699.00000352718
34761,0,237652.0,25296.000000804263
34766,0,1055827.0,122887.00000363133
34768,0,236894.0,29188.000000537406
34769,1,20053.0,2317.9999999503852
34770,0,26940.0,2502.0000000775526
34774,1,15541.0,719.9999998907915
34775,1,169253.0,18782.00000004749
34776,0,11376.0,1511.0000000477212
34777,1,145524.0,17474.00000011261
34778,1,80504.0,9641.000000032784
34780,1,184944.0,19786.00000006423
34781,1,31768.0,4716.99999995665
34783,1,153364.0,17672.000000162694
34784,1,278257.0,27956.000000470587
34785,1,143932.0,13124.000000161168
34786,0,80337.0,11764.000000157723
34787,1,115752.0,21923.000000041517
34790,1,159225.0,13887.000000229942
34791,1,74646.0,7883.00000004428
34792,0,297744.0,34688.00000062279
34793,1,137601.0,15035.00000013972
34794,1,18770.0,789.999999914824
34795,0,64576.0,9152.999999895372
34796,1,127904.0,15934.000000221045
34797,1,94143.0,9869.000000017717
34799,1,24796.0,3470.999999941054
34800,1,55931.0,7490.999999980688
34801,1,113158.0,14751.000000146141
34802,0,257425.0,29991.00000042453
34803,0,402099.0,44885.000000941596
34804,1,113297.0,13544.000000163152
34810,1,95410.0,9847.999999913704
34811,1,62396.0,6431.000000099379
34812,1,142322.0,16072.999999999867
34816,1,177170.0,21811.00000002869
34817,1,133669.0,16270.00000011269
34819,1,34904.0,3530.0000000851123
34820,1,55980.0,5359.0000001065055
34821,1,117349.0,12749.000000103031
34822,1,23699.0,2946.000000009586
34824,1,80295.0,8241.00000002075
34825,1,133922.0,16651.000000093813
34826,0,336711.0,34354.00000095846
34827,0,40866.0,4719.00000004984
34828,1,119359.0,11672.999999994572
34834,1,42673.0,4861.000000029491
34835,1,188287.0,20620.000000149474
34836,0,100761.0,15148.000000455824
34838,1,41962.0,2491.9999999795764
34839,0,139069.0,16714.000000287233
34843,1,172579.0,22667.000000388776
34844,1,185598.0,24116.000000153606
34845,1,104849.0,7602.000000134303
34846,1,109623.0,10985.999999981828
34847,1,23478.0,714.9999999137071
34848,1,114882.0,9064.000000183843
34849,1,58358.0,14564.00000005825
34850,1,224339.0,18744.00000026345
34851,1,109597.0,8385.000000054097
34852,1,62819.0,4681.000000028414
34853,0,198280.0,16989.00000091466
34855,1,70069.0,7754.000000111757
34856,1,71933.0,5322.999999921718
34859,1,179621.0,19543.000000228876
34861,1,43952.0,2039.9999999905795
34863,1,261292.0,24410.000000434768
34868,1,242754.0,19602.000000251912
34869,0,2568126.0,198366.00000904602
34870,1,39097.0,4751.999999996553
34871,1,186470.0,22560.00000011924
34872,0,144134.0,15130.00000022271
34874,1,120905.0,14401.000000158247
34875,1,21925.0,1500.999999973239
34876,1,189946.0,20490.00000019869
34877,0,910330.0,104536.00000187967
34878,1,112743.0,8540.000000063994
34879,1,82395.0,7279.000000255219
34886,1,155539.0,17321.99999998833
34887,1,112701.0,14318.000000044025
34888,1,320336.0,34550.00000055866
34889,1,73770.0,6119.000000232943
34890,1,193433.0,24157.0000002339
34891,1,240446.0,28719.00000036676
34892,0,625080.0,67968.00000156763
34894,0,255110.0,30012.000000183183
34895,1,136942.0,19536.99999990343
34897,0,59721.0,7563.000000157261
34898,0,150408.0,17245.000000361622
34899,1,47040.0,5723.000000162723
34903,1,105529.0,11135.000000096044
34904,0,94192.0,8832.000000179547
34905,1,78529.0,7816.000000017866
34907,0,152738.0,18803.999999654476
34908,1,44891.0,4785.000000103566
34909,1,14245.0,1526.0000000606105
34910,0,218162.0,24230.00000051613
34911,0,582853.0,57755.00000251048
34912,0,69260.0,6425.000000241183
34913,1,113072.0,12480.000000228756
34914,1,182236.0,18997.000000005944
34915,0,65607.0,6311.99999991591
34916,1,132279.0,14882.999999762702
34917,1,69131.0,6247.9999999389765
34918,1,27324.0,1467.000000064054
34920,1,135861.0,7058.99999986315
34921,1,66694.0,5091.999999970956
34922,1,123505.0,11491.000000154556
34923,1,75345.0,6769.0000000622695
34927,1,58644.0,5005.000000067383
34928,1,29667.0,2708.000000013546
34929,1,67957.0,7269.000000080139
34930,0,68183.0,5350.00000019489
34931,1,22345.0,1710.0000000008986
34932,1,227862.0,24741.000000335058
34933,0,2098487.0,236629.00000554993
34934,1,258487.0,32134.000000364944
34935,0,571527.0,60621.000002086555
34937,0,2499984.0,263491.0000052975
34939,1,66044.0,7842.999999959953
34940,0,1076045.0,111684.00000317158
34941,0,47491.0,5474.000000029197
34942,1,143121.0,18098.999999986285
34943,1,92169.0,8204.000000191052
34944,1,187563.0,15299.000000189939
34945,1,157425.0,14049.0000000756
34946,1,55549.0,5597.0000000539585
34951,0,694137.0,66485.00000151187
34953,1,376818.0,40169.00000066296
34954,0,141101.0,11885.000000053322
34955,1,361267.0,31977.00000044983
34956,1,36877.0,3502.000000076774
34957,1,270611.0,29855.99999996439
34958,1,113243.0,15282.000000315027
34961,1,155661.0,18641.000000320484
34963,0,113830.0,11634.0000002984
34964,1,370084.0,44004.000000430286
34965,1,41113.0,5293.9999998191015
34966,0,109462.0,12110.00000019446
34967,1,390002.0,34576.00000046364
34968,1,109551.0,11410.000000100363
34970,0,213197.0,23135.00000058077
34971,1,232401.0,16940.000000305878
34972,0,203640.0,18734.00000072248
34974,1,387650.0,33778.000000127504
34975,1,72025.0,6700.999999933496
34976,0,169288.0,12066.000000086358
34977,0,410975.0,41461.00000081399
34978,1,161616.0,13868.99999995468
34980,1,179388.0,17442.000000081018
34981,1,14037.0,1270.9999999173142
34984,1,81851.0,8210.999999976208
34987,1,202990.0,22407.00000042759
34988,1,133153.0,11307.000000189078
34989,0,58046.0,3442.9999999592455
34990,1,178939.0,14450.0000002162
34991,1,240533.0,15817.000000167758
34992,1,290665.0,26386.0000003902
34993,1,166247.0,14530.000000343502
34994,1,192304.0,20448.000000311924
34995,1,313339.0,20838.00000088588
34997,1,189770.0,18300.000000260145
34999,1,270321.0,29660.000000343607
35001,1,61044.0,7961.000000035359
35002,1,104794.0,14357.000000146818
35003,0,80160.0,11633.000000442149
35004,1,64599.0,9175.99999991774
35008,1,30571.0,3616.999999966127
35009,1,67553.0,5688.000000045708
35011,1,48194.0,3399.000000222055
35012,1,78813.0,6259.999999955795
35013,1,62376.0,5185.0000001855915
35014,1,24007.0,2302.999999960535
35015,1,82869.0,10101.00000001866
35018,1,55322.0,9232.000000017248
35022,1,76408.0,11133.000000001135
35025,1,39689.0,5520.999999966101
35026,1,32244.0,3495.9999999521115
35027,1,68923.0,7241.999999940514
35028,1,15889.0,2126.999999990865
35029,0,66641.0,9184.000000134729
35030,1,50182.0,7829.999999981814
35031,1,48555.0,6243.000000054117
35032,1,67152.0,14337.00000001832
35033,0,93619.0,12553.000000259344
35034,1,89101.0,13924.000000000366
35035,1,85314.0,11730.00000014971
35038,1,51398.0,8661.999999989222
35041,1,42236.0,8009.999999925469
35042,1,87748.0,9514.00000005254
35045,1,14545.0,1276.9999999305364
35046,1,88126.0,11698.000000054904
35049,0,27354.0,3445.000000460883
35050,1,39520.0,2934.000000175278
35051,1,83003.0,11921.999999990749
35054,1,60973.0,8234.000000001712
35056,1,61027.0,7650.000000017177
35057,1,31354.0,3339.9999999033116
35059,1,51343.0,5429.00000006934
35060,1,45554.0,3977.0000000102136
35061,1,35455.0,6171.99999997952
35062,1,134239.0,17274.000000163258
35063,0,111591.0,9041.000000554648
35067,0,59046.0,5710.000000268061
35068,1,118012.0,14092.00000005669
35069,1,13073.0,1935.9999999973152
35070,1,80517.0,9713.000000037506
35071,1,102272.0,10664.000000100736
35072,1,90098.0,9631.000000144122
35075,1,143996.0,18369.0000001865
35076,0,68031.0,10619.000000293889
35079,1,118656.0,17089.000000122116
35081,0,72028.0,10109.000001376535
35084,1,53796.0,9468.000000038352
35085,1,56332.0,6275.9999999250285
35086,1,45369.0,6349.000000083837
35088,1,52804.0,7354.999999923415
35089,1,52193.0,2352.0000000137006
35091,1,49006.0,7545.999999943851
35092,1,28452.0,3842.999999955251
35094,1,40893.0,3205.0000000424952
35095,1,23802.0,2885.9999999494103
35096,1,40477.0,6068.999999990703
35097,1,79186.0,8742.999999872676
35098,1,39925.0,5148.999999966085
35100,1,25266.0,4977.999999973723
35101,1,64572.0,6540.000000024251
35102,0,164952.0,25006.000000454464
35103,0,41949.0,2514.000000105445
35105,1,89104.0,9252.000000111158
35106,1,80841.0,7314.000000052823
35107,0,80322.0,11232.000000029764
35108,1,51522.0,6163.000000074811
35109,1,22509.0,777.9999999114334
35111,1,106633.0,14366.000000214335
35112,1,115664.0,18957.000000124284
35114,1,51132.0,4690.999999988644
35115,1,37087.0,4328.999999971742
35116,1,60168.0,6537.000000052372
35119,1,27195.0,3573.999999969892
35120,1,46472.0,6628.999999956581
35121,1,20645.0,2663.999999941392
35122,1,166973.0,20190.00000023323
35123,1,28611.0,4819.9999999232095
35124,1,141591.0,20914.000000059466
35125,0,9960.0,1206.9999999634347
35126,1,12081.0,1631.9999999561678
35127,1,123711.0,12194.999999940233
35128,1,93951.0,12127.000000028416
35130,1,115264.0,15841.00000008033
35131,1,118020.0,16922.000000021344
35133,1,139403.0,15136.00000016978
35134,1,68934.0,9449.0000001458
35135,1,160690.0,18942.00000010941
35136,1,43868.0,7328.999999957272
35137,1,128841.0,15519.00000016263
35138,1,19390.0,1789.9999999081829
35139,1,156238.0,23921.000000327327
35140,1,53974.0,8834.999999985868
35141,1,158135.0,16385.000000108343
35143,0,54043.0,6552.000000127129
35144,1,34887.0,3454.9999999710017
35145,1,85457.0,6866.000000022779
35146,0,86113.0,12462.000000216423
35147,0,39432.0,4752.999999824513
35149,1,62390.0,7213.000000051285
35151,0,191333.0,30295.000000150183
35152,1,121447.0,14915.00000006552
35153,0,98036.0,10701.000000187854
35156,0,169204.0,21318.00000028372
35157,0,159342.0,16429.00000054025
35158,1,146821.0,17528.00000010351
35159,1,81028.0,9751.000000054722
35161,1,54567.0,5695.00000004824
35162,1,109917.0,15308.000000103635
35163,1,43723.0,6009.000000034937
35164,1,98032.0,14982.000000008575
35166,1,29994.0,4658.999999893431
35167,1,41206.0,3821.0000000640794
35168,1,47103.0,6512.000000029948
35170,1,133722.0,17262.000000040163
35171,1,87947.0,10828.999999966803
35172,1,39994.0,5771.000000043463
35173,0,39910.0,5826.999999930427
35178,1,27617.0,1712.9999999487172
35179,1,65825.0,7580.000000031958
35181,1,70105.0,8373.000000000213
35182,1,50807.0,6904.999999972677
35184,0,36255.0,3166.9999999948177
35187,1,48418.0,6833.999999947047
35188,1,26372.0,4187.999999959917
35190,0,343790.0,41396.000000765795
35191,1,171062.0,21140.000000222233
35193,1,323328.0,39713.00000059753
35199,1,32094.0,2519.9999999970933
35200,0,55881.0,7770.9999996883325
35201,0,35901.0,2761.999999979944
35202,1,89720.0,9220.000000057427
35203,1,49445.0,6105.999999951888
35205,1,41152.0,5452.000000062932
35206,1,59177.0,7375.9999999718
35207,0,30270675.0,2745990.0000851955
35208,0,764542.0,56634.00000249392
35210,1,293510.0,31013.000000366457
35211,1,149784.0,22684.00000044414
35213,0,54982.0,7199.999999958747
35214,1,39151.0,4687.999999771986
35215,1,138331.0,10852.000000250526
35216,1,39711.0,6880.999999938778
35218,1,173274.0,20761.000000053034
35219,1,176155.0,25854.000000519416
35221,1,175024.0,14569.00000027965
35222,1,70989.0,7439.999999976237
35223,0,145462.0,16703.000000958138
35224,1,31882.0,3561.9999999661995
35225,1,58106.0,6261.000000036076
35226,1,41667.0,6432.0000001009375
35228,0,95507.0,9448.000000133754
35230,1,27822.0,2615.999999955493
35231,1,47430.0,6098.000000038954
35232,1,93672.0,12013.00000008459
35236,1,60014.0,8457.000000115295
35239,1,217164.0,28014.00000020246
35240,0,23839.0,4140.999999834723
35241,1,191353.0,24411.000000100124
35242,0,50566.0,6865.000000312504
